LoanID,UserID,BusinessType,BusinessAge,AnnualTurnover,ProfitMargin,NumEmployees,LoanAmount,LoanPurpose,LoanTenure,InterestRate,MonthlyEMI,EMI_Defaulted,PreviousDefaults,CreditScore,CollateralValue,DSCR,CurrentRatio,RevenueGrowth,Location,IndustrySector,YearsWithBank,BankRelationshipScore,Risk_Prediction
LN01869,USR01869,Retail,14,57.05,16.72,38,11.99,Inventory,4,17.06,0.29,0,1,588,11.28,1.96,2.63,10.68,Ahmedabad,Textiles,2,4.5,High Risk
LN01870,USR01870,Tech,3,46.0,24.52,39,17.34,Expansion,2,12.46,0.81,0,2,743,11.13,1.1,1.95,8.64,Delhi,Pharma,6,1.5,High Risk
LN01871,USR01871,Tech,12,72.96,15.65,16,19.42,Expansion,6,12.63,0.3,1,1,336,13.77,2.36,1.11,8.24,Hyderabad,Construction,4,1.0,High Risk
LN01872,USR01872,Trading,9,85.92,23.11,29,16.03,Debt Consolidation,2,14.48,0.76,2,0,647,11.94,2.23,2.89,2.87,Hyderabad,Textiles,6,1.7,High Risk
LN01873,USR01873,Food,7,137.8,6.66,21,14.66,Working Capital,2,15.78,0.71,1,2,342,10.85,1.32,1.59,7.22,Delhi,Textiles,8,4.3,High Risk
LN01874,USR01874,Retail,9,29.64,8.82,33,10.08,Expansion,4,15.61,0.24,1,2,425,6.33,2.31,2.68,3.23,Ahmedabad,IT Services,3,4.2,High Risk
LN01875,USR01875,Textiles,13,109.78,13.82,48,18.15,Working Capital,2,9.18,0.83,0,0,308,13.47,0.87,2.65,9.93,Delhi,IT Services,1,2.4,High Risk
LN01876,USR01876,Retail,18,104.19,16.7,11,22.08,Debt Consolidation,5,15.19,0.42,3,0,825,13.8,1.73,1.41,6.28,Ahmedabad,Pharma,5,3.7,Low Risk
LN01877,USR01877,Services,5,51.63,21.32,40,13.9,Expansion,4,13.05,0.33,3,1,430,9.01,2.39,2.0,5.92,Delhi,IT Services,12,3.0,High Risk
LN01878,USR01878,Food,13,81.1,24.77,19,10.76,Equipment,2,13.72,0.51,1,2,624,7.57,2.25,1.18,1.85,Hyderabad,Pharma,3,4.6,High Risk
LN01879,USR01879,Textiles,4,61.27,12.78,21,15.91,Inventory,6,14.05,0.25,2,2,483,12.26,1.41,1.77,12.11,Hyderabad,Agri,6,1.2,High Risk
LN01880,USR01880,Textiles,2,80.57,5.95,46,15.01,Working Capital,1,15.59,1.45,0,0,581,4.54,1.11,2.49,6.97,Mumbai,Agri,3,4.3,High Risk
LN01881,USR01881,Manufacturing,16,120.27,21.02,6,8.92,Working Capital,4,16.48,0.22,3,0,352,11.2,1.16,1.55,8.35,Ahmedabad,FMCG,1,1.7,High Risk
LN01882,USR01882,Trading,9,93.17,17.09,13,12.49,Working Capital,4,14.82,0.3,1,2,832,14.49,1.67,1.32,5.06,Hyderabad,Textiles,9,2.6,High Risk
LN01883,USR01883,Manufacturing,9,90.26,8.97,24,23.94,Working Capital,3,14.08,0.76,2,2,676,8.86,1.81,2.06,1.4,Ahmedabad,Agri,5,1.8,High Risk
LN01884,USR01884,Textiles,6,62.09,14.9,6,8.26,Debt Consolidation,2,12.36,0.39,0,0,594,10.73,0.86,2.12,5.87,Ahmedabad,Pharma,13,3.8,High Risk
LN01885,USR01885,Food,11,30.48,19.85,19,11.55,Debt Consolidation,1,10.24,1.06,3,0,507,10.3,1.5,2.38,6.51,Bangalore,IT Services,13,3.7,High Risk
LN01886,USR01886,Retail,22,68.75,20.41,10,10.26,Debt Consolidation,6,17.63,0.17,3,0,776,13.13,2.21,2.54,9.17,Bangalore,IT Services,2,3.2,Low Risk
LN01887,USR01887,Retail,24,111.2,14.99,48,10.7,Debt Consolidation,5,13.16,0.2,3,1,368,10.32,1.56,2.42,6.58,Delhi,Textiles,2,3.8,High Risk
LN01888,USR01888,Food,22,29.18,11.1,36,12.77,Expansion,4,14.1,0.3,2,1,736,8.97,1.09,2.71,5.13,Ahmedabad,Agri,11,3.6,High Risk
LN01889,USR01889,Textiles,1,43.35,24.47,13,17.24,Debt Consolidation,5,15.76,0.33,2,0,600,5.44,2.42,1.52,1.99,Delhi,FMCG,14,4.1,Low Risk
LN01890,USR01890,Tech,4,78.79,18.27,33,21.54,Expansion,5,9.62,0.39,2,1,326,10.28,1.25,2.18,8.19,Delhi,FMCG,9,2.0,High Risk
LN01891,USR01891,Retail,13,45.46,13.16,13,16.02,Equipment,5,16.7,0.31,1,2,405,9.79,2.16,1.78,4.81,Mumbai,FMCG,12,2.7,High Risk
LN01892,USR01892,Tech,23,51.22,10.61,40,11.58,Debt Consolidation,3,16.17,0.37,0,2,310,3.9,1.13,2.93,13.28,Bangalore,FMCG,1,1.6,High Risk
LN01893,USR01893,Retail,13,62.29,19.62,23,22.7,Equipment,5,15.97,0.44,1,0,515,6.98,1.52,1.94,8.6,Bangalore,IT Services,10,2.7,High Risk
LN01894,USR01894,Retail,13,34.03,9.84,48,4.66,Debt Consolidation,2,9.2,0.21,0,2,620,8.21,1.63,2.92,10.25,Hyderabad,IT Services,3,3.8,High Risk
LN01895,USR01895,Trading,2,45.78,8.43,32,18.37,Equipment,2,13.74,0.87,2,2,759,8.21,1.65,2.56,7.0,Bangalore,IT Services,12,3.8,High Risk
LN01896,USR01896,Trading,9,96.1,15.6,12,9.87,Inventory,1,9.49,0.9,3,2,825,9.92,1.68,2.47,8.81,Hyderabad,Pharma,13,3.8,High Risk
LN01897,USR01897,Services,24,35.78,10.8,28,14.75,Equipment,1,13.96,1.4,2,2,459,9.67,1.18,2.03,4.44,Ahmedabad,FMCG,13,2.2,High Risk
LN01898,USR01898,Manufacturing,8,27.06,17.58,29,17.82,Expansion,6,15.47,0.29,1,2,763,9.81,1.68,1.94,3.29,Mumbai,Construction,10,3.6,High Risk
LN01899,USR01899,Food,7,56.1,7.36,10,6.97,Working Capital,5,10.1,0.13,2,1,821,16.78,1.62,2.1,8.06,Delhi,IT Services,11,2.5,High Risk
LN01900,USR01900,Food,4,96.96,18.1,41,15.71,Equipment,5,15.25,0.3,2,1,572,8.68,1.15,1.66,10.28,Delhi,FMCG,7,4.8,High Risk
LN01901,USR01901,Food,18,69.09,10.67,10,16.09,Working Capital,3,13.05,0.51,2,0,540,7.39,2.48,2.82,0.22,Ahmedabad,Agri,14,2.4,High Risk
LN01902,USR01902,Services,3,61.06,5.0,10,22.31,Inventory,5,16.3,0.43,3,2,466,14.7,2.27,2.61,6.0,Hyderabad,Textiles,1,3.4,High Risk
LN01903,USR01903,Trading,6,76.33,7.54,36,28.58,Inventory,5,13.8,0.54,0,1,626,14.39,2.31,2.62,15.37,Kolkata,IT Services,2,4.0,High Risk
LN01904,USR01904,Textiles,12,22.63,23.67,18,7.24,Expansion,5,12.03,0.14,0,1,828,6.75,1.97,1.92,9.92,Ahmedabad,IT Services,14,4.6,High Risk
LN01905,USR01905,Tech,12,89.84,22.35,43,22.09,Expansion,4,11.99,0.52,1,1,572,13.64,1.07,1.24,14.15,Hyderabad,Agri,6,2.8,High Risk
LN01906,USR01906,Tech,21,86.5,9.67,15,14.81,Equipment,4,17.08,0.36,0,2,675,4.46,1.77,2.4,5.46,Ahmedabad,Textiles,9,2.4,High Risk
LN01907,USR01907,Textiles,8,62.72,20.57,25,10.96,Debt Consolidation,3,13.08,0.34,2,1,674,18.61,2.2,1.81,6.17,Mumbai,Pharma,12,2.7,High Risk
LN01908,USR01908,Services,22,105.18,17.17,14,16.85,Inventory,3,12.65,0.53,3,0,633,15.35,0.87,2.75,11.87,Ahmedabad,IT Services,9,2.3,High Risk
LN01909,USR01909,Textiles,22,41.18,24.42,29,8.49,Working Capital,2,9.36,0.39,2,0,302,11.6,1.64,2.58,10.49,Ahmedabad,Textiles,12,3.6,High Risk
LN01910,USR01910,Food,1,108.84,12.47,24,8.79,Debt Consolidation,3,12.28,0.27,2,2,542,12.58,1.47,1.38,7.62,Bangalore,Construction,8,4.7,High Risk
LN01911,USR01911,Manufacturing,4,79.63,18.63,34,6.32,Inventory,6,16.65,0.1,1,0,350,11.33,1.16,2.24,2.95,Hyderabad,IT Services,14,1.5,High Risk
LN01912,USR01912,Retail,21,64.9,6.27,29,17.73,Equipment,2,15.85,0.86,2,1,649,8.02,1.44,2.42,12.63,Mumbai,FMCG,3,3.2,High Risk
LN01913,USR01913,Tech,11,74.4,12.92,4,16.64,Inventory,5,10.99,0.31,2,2,473,13.59,2.47,2.18,18.04,Delhi,Agri,2,4.6,High Risk
LN01914,USR01914,Trading,3,71.78,24.28,47,10.93,Expansion,3,12.72,0.34,1,0,415,14.07,2.03,2.08,1.71,Kolkata,Textiles,1,1.4,High Risk
LN01915,USR01915,Trading,13,111.61,15.78,35,22.62,Working Capital,6,10.77,0.35,0,2,660,7.82,1.31,1.53,13.61,Kolkata,Agri,11,3.0,High Risk
LN01916,USR01916,Services,17,42.7,10.76,28,11.69,Working Capital,3,17.59,0.38,0,1,654,9.9,1.83,1.55,6.13,Hyderabad,FMCG,11,4.5,High Risk
LN01917,USR01917,Trading,22,52.12,7.41,30,21.41,Expansion,3,14.38,0.68,0,0,375,6.3,1.22,2.56,6.67,Ahmedabad,Pharma,9,4.6,High Risk
LN01918,USR01918,Food,22,106.09,19.07,21,15.61,Debt Consolidation,2,15.79,0.75,1,1,380,9.86,1.84,1.14,9.08,Bangalore,FMCG,13,3.1,High Risk
LN01919,USR01919,Tech,10,57.13,17.9,45,11.62,Expansion,2,15.42,0.56,1,0,528,9.2,2.32,2.58,3.18,Ahmedabad,Pharma,14,1.1,High Risk
LN01920,USR01920,Textiles,21,102.02,12.48,7,14.43,Working Capital,1,16.86,1.41,3,2,371,13.76,1.75,2.1,7.85,Hyderabad,Agri,5,1.4,High Risk
LN01921,USR01921,Food,12,125.98,24.02,35,8.73,Equipment,2,17.54,0.43,3,0,702,14.8,2.05,2.88,1.55,Kolkata,Pharma,12,3.3,Low Risk
LN01922,USR01922,Services,15,62.95,5.44,22,16.08,Debt Consolidation,2,9.29,0.73,2,0,517,6.81,1.57,2.99,9.9,Kolkata,IT Services,3,1.5,High Risk
LN01923,USR01923,Food,21,95.44,11.07,32,15.15,Inventory,4,17.78,0.37,2,0,751,12.31,1.69,2.36,16.93,Ahmedabad,Pharma,10,1.6,High Risk
LN01924,USR01924,Textiles,10,40.39,23.42,47,17.64,Equipment,3,16.83,0.57,1,2,666,12.64,1.98,1.88,5.44,Ahmedabad,Pharma,10,4.1,High Risk
LN01925,USR01925,Manufacturing,14,97.64,11.42,10,19.4,Debt Consolidation,2,12.45,0.91,1,0,611,4.76,2.18,2.0,7.33,Ahmedabad,IT Services,11,4.0,Low Risk
LN01926,USR01926,Services,13,80.98,10.05,40,15.58,Working Capital,3,16.53,0.5,3,1,597,12.9,1.92,1.49,7.52,Delhi,Pharma,5,4.4,High Risk
LN01927,USR01927,Manufacturing,5,89.19,15.68,19,7.62,Working Capital,3,15.63,0.24,2,2,323,5.57,2.46,1.29,11.95,Bangalore,IT Services,14,1.4,High Risk
LN01928,USR01928,Retail,6,55.63,21.48,46,19.66,Equipment,4,16.14,0.48,2,2,409,8.47,2.19,2.2,9.62,Bangalore,IT Services,11,1.8,High Risk
LN01929,USR01929,Manufacturing,24,25.17,7.06,3,15.07,Debt Consolidation,3,10.99,0.46,2,1,351,7.3,2.12,2.63,11.68,Kolkata,Pharma,12,4.3,High Risk
LN01930,USR01930,Retail,2,90.1,23.86,5,5.53,Inventory,6,14.84,0.09,0,2,589,5.29,2.24,1.6,5.98,Kolkata,IT Services,3,3.9,High Risk
LN01931,USR01931,Retail,22,13.1,20.9,48,16.55,Inventory,2,9.23,0.75,3,0,743,13.31,1.28,1.9,9.73,Hyderabad,Textiles,9,4.2,Low Risk
LN01932,USR01932,Manufacturing,17,65.48,8.63,28,16.93,Expansion,3,16.63,0.55,0,2,766,7.17,1.53,2.15,-5.47,Hyderabad,Pharma,13,5.0,High Risk
LN01933,USR01933,Services,4,103.24,19.24,33,13.21,Equipment,1,17.56,1.29,2,1,558,8.81,1.76,2.83,10.67,Delhi,Pharma,1,4.5,High Risk
LN01934,USR01934,Textiles,14,80.76,12.7,10,14.01,Debt Consolidation,1,14.96,1.34,1,2,623,9.98,1.59,1.36,3.13,Kolkata,FMCG,1,3.1,High Risk
LN01935,USR01935,Food,10,133.45,13.05,45,12.02,Equipment,4,13.61,0.28,3,1,637,12.23,2.24,1.55,6.69,Hyderabad,FMCG,3,2.2,High Risk
LN01936,USR01936,Food,3,105.75,20.67,48,17.08,Inventory,6,15.53,0.27,0,2,721,7.09,0.85,2.85,10.98,Delhi,FMCG,6,3.3,High Risk
LN01937,USR01937,Textiles,3,55.38,24.26,10,15.7,Debt Consolidation,2,11.94,0.73,2,1,558,11.46,1.16,1.18,1.86,Bangalore,Pharma,11,3.6,High Risk
LN01938,USR01938,Tech,15,75.82,7.53,37,10.46,Working Capital,4,14.64,0.25,0,2,364,9.31,2.3,2.35,12.36,Kolkata,FMCG,14,2.3,High Risk
LN01939,USR01939,Tech,6,73.58,13.41,41,23.09,Working Capital,1,15.47,2.22,1,0,462,6.98,0.9,2.32,7.5,Mumbai,Textiles,2,4.1,High Risk
LN01940,USR01940,Retail,17,27.53,14.62,30,11.67,Debt Consolidation,6,10.28,0.18,3,1,463,13.06,1.19,1.83,13.81,Kolkata,Agri,14,1.4,High Risk
LN01941,USR01941,Retail,12,46.79,12.53,6,1.47,Equipment,2,10.26,0.07,1,1,338,16.24,1.4,1.99,4.39,Hyderabad,FMCG,1,4.1,High Risk
LN01942,USR01942,Services,22,58.18,12.26,18,12.65,Equipment,3,15.45,0.41,1,2,619,10.61,2.08,2.72,0.75,Kolkata,IT Services,8,1.1,High Risk
LN01943,USR01943,Trading,20,13.91,6.05,15,20.15,Working Capital,2,12.89,0.95,3,2,659,8.17,1.75,1.41,7.88,Mumbai,FMCG,11,3.0,High Risk
LN01944,USR01944,Manufacturing,24,76.42,18.71,22,13.97,Working Capital,5,17.0,0.27,2,2,568,7.79,2.42,1.54,10.35,Kolkata,Textiles,10,4.4,High Risk
LN01945,USR01945,Retail,11,67.53,13.72,7,6.83,Inventory,2,11.81,0.32,2,0,623,12.42,1.19,2.07,10.68,Hyderabad,IT Services,9,1.3,High Risk
LN01946,USR01946,Food,4,24.81,8.9,39,9.86,Debt Consolidation,3,9.38,0.3,0,2,625,10.04,2.28,1.88,3.46,Bangalore,IT Services,10,3.1,High Risk
LN01947,USR01947,Services,6,87.13,21.32,22,9.6,Equipment,5,14.85,0.18,2,1,556,6.81,1.28,2.19,1.5,Hyderabad,IT Services,13,1.6,High Risk
LN01948,USR01948,Manufacturing,1,96.48,21.05,26,12.12,Inventory,6,15.16,0.19,2,2,499,4.92,1.22,2.85,6.75,Delhi,IT Services,12,4.6,High Risk
LN01949,USR01949,Services,20,81.81,14.73,38,13.69,Equipment,4,13.98,0.33,2,0,737,11.14,1.65,2.84,10.07,Hyderabad,Construction,1,4.3,Low Risk
LN01950,USR01950,Manufacturing,23,65.28,10.97,36,17.47,Working Capital,6,15.15,0.28,0,2,403,6.2,0.92,1.54,9.86,Delhi,Construction,3,4.7,High Risk
LN01951,USR01951,Manufacturing,16,92.74,17.76,47,15.64,Debt Consolidation,2,13.71,0.74,3,2,671,8.79,1.45,1.67,14.29,Kolkata,IT Services,14,4.5,High Risk
LN01952,USR01952,Textiles,15,95.41,10.76,36,15.88,Expansion,4,15.23,0.38,2,1,463,14.89,1.4,1.41,6.51,Delhi,IT Services,5,3.9,High Risk
LN01953,USR01953,Retail,17,84.22,9.72,21,23.9,Debt Consolidation,2,9.4,1.09,1,2,412,7.51,1.07,2.86,0.62,Ahmedabad,IT Services,7,1.7,High Risk
LN01954,USR01954,Services,8,50.26,19.61,19,19.3,Expansion,1,12.32,1.81,2,0,848,13.16,2.26,1.86,12.79,Kolkata,Textiles,10,2.2,High Risk
LN01955,USR01955,Services,12,83.3,5.81,7,18.86,Inventory,1,10.9,1.74,2,2,405,6.94,1.46,1.95,8.78,Delhi,FMCG,4,3.0,High Risk
LN01956,USR01956,Textiles,22,110.86,6.9,27,5.93,Expansion,3,9.89,0.18,3,2,663,12.62,2.47,2.63,9.13,Hyderabad,Agri,6,3.4,High Risk
LN01957,USR01957,Food,21,57.1,5.14,20,11.24,Expansion,6,11.11,0.17,1,1,320,11.73,2.33,2.07,11.07,Mumbai,IT Services,1,4.1,High Risk
LN01958,USR01958,Food,10,137.94,8.06,10,7.01,Inventory,1,10.72,0.65,0,2,428,11.46,1.13,1.33,13.05,Kolkata,FMCG,4,1.9,High Risk
LN01959,USR01959,Tech,15,59.23,6.38,29,11.15,Debt Consolidation,5,17.76,0.22,2,1,782,8.17,1.66,1.93,7.91,Delhi,Textiles,8,1.5,High Risk
LN01960,USR01960,Retail,9,75.97,24.92,17,18.97,Inventory,5,11.58,0.35,2,1,498,11.91,1.82,2.3,12.71,Mumbai,Textiles,5,2.9,High Risk
LN01961,USR01961,Retail,2,54.83,10.78,47,13.04,Working Capital,2,11.08,0.6,2,2,820,11.12,2.19,2.47,10.21,Delhi,IT Services,8,1.6,High Risk
LN01962,USR01962,Trading,5,81.7,7.99,15,20.36,Working Capital,4,16.51,0.49,2,1,719,15.66,2.31,2.33,5.38,Delhi,Pharma,12,3.8,High Risk
LN01963,USR01963,Textiles,6,22.73,9.82,18,18.47,Expansion,5,12.77,0.35,1,1,525,8.15,1.86,1.33,7.07,Delhi,Textiles,1,3.3,High Risk
LN01964,USR01964,Food,7,58.62,23.72,24,15.25,Inventory,2,12.79,0.72,3,2,508,13.86,0.86,1.68,10.47,Hyderabad,Pharma,13,4.0,High Risk
LN01965,USR01965,Manufacturing,21,42.24,15.4,22,20.48,Inventory,4,12.99,0.48,3,2,544,7.3,1.62,2.49,5.16,Delhi,Textiles,10,1.3,High Risk
LN01966,USR01966,Services,1,79.06,12.3,15,21.82,Inventory,1,12.75,2.05,2,0,587,9.28,2.3,2.77,11.55,Mumbai,Pharma,9,4.9,High Risk
LN01967,USR01967,Retail,23,104.83,22.47,22,17.27,Debt Consolidation,2,11.94,0.81,0,0,365,8.08,2.01,1.19,8.63,Ahmedabad,Pharma,4,1.0,High Risk
LN01968,USR01968,Services,7,94.38,12.9,4,16.15,Equipment,4,11.58,0.38,1,1,452,8.51,2.28,1.18,9.53,Delhi,IT Services,9,2.3,High Risk
LN01969,USR01969,Services,20,3.85,11.7,37,18.17,Equipment,3,16.94,0.59,1,1,790,9.53,1.95,2.32,13.76,Ahmedabad,IT Services,8,3.7,High Risk
LN01970,USR01970,Trading,12,136.26,9.15,49,7.97,Equipment,6,10.46,0.12,0,2,734,14.33,0.87,2.14,9.43,Bangalore,FMCG,8,1.2,High Risk
LN01971,USR01971,Food,16,83.86,12.56,21,14.41,Debt Consolidation,6,10.63,0.22,2,0,517,11.37,2.45,1.4,8.29,Kolkata,Pharma,13,1.3,High Risk
LN01972,USR01972,Retail,16,51.71,11.33,47,14.88,Inventory,3,14.15,0.47,2,0,728,13.7,2.36,2.14,7.67,Hyderabad,Construction,12,1.3,High Risk
LN01973,USR01973,Services,11,79.71,18.55,39,13.16,Equipment,5,12.09,0.25,2,2,801,10.04,1.02,2.95,7.46,Bangalore,Textiles,2,3.3,High Risk
LN01974,USR01974,Retail,21,80.29,10.79,8,11.05,Inventory,6,12.79,0.17,0,2,520,13.85,0.99,2.3,9.25,Bangalore,IT Services,14,4.6,High Risk
LN01975,USR01975,Manufacturing,4,54.99,16.54,16,19.99,Expansion,4,16.26,0.48,1,2,734,10.68,1.72,1.95,13.45,Mumbai,Agri,3,3.2,High Risk
LN01976,USR01976,Trading,13,80.94,6.32,6,15.85,Equipment,3,17.13,0.52,3,2,579,7.63,2.09,2.67,5.55,Mumbai,Textiles,10,3.4,High Risk
LN01977,USR01977,Manufacturing,7,56.78,8.83,24,16.3,Expansion,5,16.11,0.32,2,0,391,13.17,1.45,1.5,5.25,Ahmedabad,FMCG,9,2.4,High Risk
LN01978,USR01978,Retail,4,62.87,13.15,41,22.12,Debt Consolidation,2,11.11,1.02,0,2,823,14.45,1.03,1.89,13.14,Ahmedabad,FMCG,3,1.1,High Risk
LN01979,USR01979,Tech,15,54.41,23.74,38,14.02,Working Capital,2,17.82,0.69,0,2,438,11.91,1.67,2.1,5.74,Hyderabad,Pharma,14,1.1,High Risk
LN01980,USR01980,Retail,19,32.02,12.55,36,13.06,Debt Consolidation,4,12.27,0.31,2,0,322,12.49,1.37,2.06,8.86,Hyderabad,FMCG,14,4.6,High Risk
LN01981,USR01981,Food,9,79.38,18.28,29,21.81,Debt Consolidation,4,10.52,0.5,0,2,716,13.84,1.4,2.85,5.63,Kolkata,IT Services,8,1.4,High Risk
LN01982,USR01982,Services,11,92.56,10.1,9,7.55,Debt Consolidation,4,13.5,0.18,2,0,647,9.19,1.9,1.66,1.28,Delhi,FMCG,5,5.0,Low Risk
LN01983,USR01983,Services,8,90.45,7.54,5,15.26,Equipment,6,15.53,0.24,2,0,536,7.85,2.31,1.21,8.79,Hyderabad,Textiles,14,1.7,High Risk
LN01984,USR01984,Manufacturing,1,99.6,6.17,49,11.31,Expansion,4,9.75,0.26,2,2,482,11.09,1.75,2.84,12.46,Hyderabad,Construction,7,3.7,High Risk
LN01985,USR01985,Trading,23,84.73,11.11,35,16.46,Equipment,3,14.71,0.52,1,2,807,15.18,1.97,1.51,7.75,Ahmedabad,Construction,4,4.8,High Risk
LN01986,USR01986,Tech,24,59.02,8.15,4,17.86,Working Capital,3,16.72,0.58,0,1,497,10.9,1.92,1.82,2.07,Delhi,Pharma,8,2.4,High Risk
LN01987,USR01987,Textiles,8,100.19,8.48,44,18.14,Debt Consolidation,5,11.36,0.34,3,1,422,11.89,1.74,2.11,8.44,Kolkata,FMCG,4,3.9,High Risk
LN01988,USR01988,Services,13,34.27,20.22,18,20.13,Inventory,3,15.24,0.64,1,0,845,10.22,1.33,2.95,4.98,Mumbai,FMCG,5,2.4,High Risk
LN01989,USR01989,Food,22,47.98,5.32,27,13.74,Working Capital,6,12.6,0.21,2,0,680,10.88,1.44,2.12,-2.48,Kolkata,Construction,14,2.2,High Risk
LN01990,USR01990,Manufacturing,4,46.07,16.16,17,14.05,Expansion,2,12.73,0.66,0,1,814,8.42,1.34,1.95,7.68,Delhi,Pharma,1,1.8,High Risk
LN01991,USR01991,Manufacturing,8,107.4,12.59,26,17.63,Working Capital,5,11.53,0.33,3,0,305,11.64,2.36,2.21,10.07,Mumbai,FMCG,10,4.3,High Risk
LN01992,USR01992,Textiles,3,103.28,15.13,17,19.44,Equipment,3,14.62,0.62,2,1,603,12.63,2.21,2.94,12.71,Mumbai,Pharma,8,2.0,High Risk
LN01993,USR01993,Food,9,89.62,16.26,33,8.5,Inventory,4,12.25,0.2,0,2,491,5.49,1.78,2.65,15.03,Mumbai,IT Services,7,2.1,High Risk
LN01994,USR01994,Trading,2,107.16,11.27,16,16.57,Equipment,3,16.48,0.54,2,2,675,5.5,2.35,1.42,10.6,Kolkata,Textiles,11,5.0,High Risk
LN01995,USR01995,Food,2,48.62,10.9,16,13.02,Debt Consolidation,1,17.67,1.28,3,2,824,4.74,2.31,2.63,11.73,Ahmedabad,IT Services,5,2.3,High Risk
LN01996,USR01996,Trading,13,85.46,19.67,8,15.44,Debt Consolidation,5,17.42,0.3,0,0,335,14.43,2.38,2.7,2.86,Delhi,FMCG,6,2.7,High Risk
LN01997,USR01997,Food,15,71.24,22.43,16,13.22,Working Capital,6,10.47,0.2,3,2,369,7.23,1.18,2.41,14.49,Kolkata,FMCG,1,5.0,High Risk
LN01998,USR01998,Food,23,100.41,8.85,19,11.39,Debt Consolidation,3,9.13,0.35,2,0,588,11.06,2.02,2.35,13.07,Kolkata,FMCG,8,2.5,High Risk
LN01999,USR01999,Retail,12,71.54,6.95,20,9.91,Debt Consolidation,3,12.95,0.31,2,2,404,15.36,1.84,1.94,6.53,Bangalore,Construction,9,2.5,High Risk
LN02000,USR02000,Manufacturing,4,63.45,22.96,22,14.24,Expansion,6,15.56,0.23,3,0,612,11.0,2.05,2.32,10.73,Hyderabad,Construction,11,4.3,Low Risk
LN02001,USR02001,Food,8,91.23,12.0,19,16.79,Expansion,2,17.8,0.82,1,0,354,11.54,1.25,2.5,10.32,Kolkata,FMCG,5,2.2,High Risk
LN02002,USR02002,Textiles,9,101.29,16.03,18,11.98,Equipment,4,16.05,0.29,1,1,406,7.47,1.98,1.33,13.88,Bangalore,FMCG,10,1.9,High Risk
LN02003,USR02003,Food,23,54.95,12.19,42,20.95,Equipment,4,14.22,0.5,0,1,606,11.0,1.5,1.59,7.4,Ahmedabad,Textiles,7,2.7,High Risk
LN02004,USR02004,Services,5,73.17,7.52,41,27.29,Expansion,2,9.24,1.24,0,1,335,7.01,2.22,1.47,5.02,Ahmedabad,Textiles,10,3.8,High Risk
LN02005,USR02005,Manufacturing,24,43.25,16.79,34,17.07,Working Capital,2,16.43,0.83,1,0,432,4.29,2.15,2.7,6.04,Delhi,Pharma,13,1.2,High Risk
LN02006,USR02006,Services,20,0.06,15.5,46,14.79,Expansion,1,10.59,1.36,3,1,324,10.16,1.16,2.39,11.59,Bangalore,Pharma,4,2.5,High Risk
LN02007,USR02007,Manufacturing,18,81.01,9.06,11,10.44,Equipment,6,9.5,0.16,2,1,336,10.96,1.11,1.96,0.32,Kolkata,Construction,6,2.4,High Risk
LN02008,USR02008,Services,11,93.27,14.04,29,16.85,Inventory,5,16.65,0.33,2,1,318,8.41,2.02,2.67,-3.99,Delhi,Agri,2,2.0,High Risk
LN02009,USR02009,Food,15,82.86,20.94,48,22.39,Debt Consolidation,4,14.1,0.53,0,0,334,7.76,1.74,2.46,11.58,Bangalore,Textiles,4,3.6,High Risk
LN02010,USR02010,Food,22,16.51,16.81,35,24.74,Inventory,2,10.16,1.14,0,0,662,9.36,1.75,2.84,9.1,Kolkata,Pharma,5,2.2,High Risk
LN02011,USR02011,Retail,9,64.47,6.94,12,21.98,Inventory,2,12.48,1.03,2,1,717,7.82,2.08,1.25,8.07,Delhi,Textiles,14,3.4,High Risk
LN02012,USR02012,Textiles,17,8.45,15.96,19,19.22,Debt Consolidation,6,9.77,0.29,1,1,729,12.23,2.25,2.07,2.78,Delhi,Textiles,9,3.0,High Risk
LN02013,USR02013,Services,12,116.09,19.05,38,17.05,Expansion,5,14.74,0.33,0,0,817,11.34,1.21,2.44,1.16,Hyderabad,IT Services,13,1.9,High Risk
LN02014,USR02014,Trading,7,42.42,20.85,19,9.76,Working Capital,2,11.54,0.45,2,0,766,14.88,1.74,1.49,5.46,Ahmedabad,Agri,9,2.1,High Risk
LN02015,USR02015,Retail,10,112.66,17.58,20,14.5,Inventory,1,16.79,1.41,0,1,498,8.93,2.21,1.72,9.45,Kolkata,Textiles,8,1.7,High Risk
LN02016,USR02016,Services,10,103.38,8.05,25,13.92,Working Capital,5,12.22,0.26,1,1,845,10.21,2.28,1.9,5.66,Hyderabad,IT Services,13,1.2,High Risk
LN02017,USR02017,Services,13,47.98,19.2,36,14.53,Equipment,1,13.45,1.37,3,1,510,10.52,1.29,2.61,11.6,Delhi,Agri,12,3.5,High Risk
LN02018,USR02018,Retail,19,41.02,18.55,10,11.4,Inventory,3,9.57,0.35,0,0,800,8.88,0.98,2.04,4.18,Delhi,IT Services,14,3.7,High Risk
LN02019,USR02019,Food,11,85.51,5.49,15,18.79,Equipment,4,11.48,0.44,2,1,540,4.05,1.2,2.04,5.92,Bangalore,IT Services,4,1.7,High Risk
LN02020,USR02020,Services,13,49.67,13.23,25,13.63,Expansion,2,15.09,0.65,1,0,469,11.33,2.41,1.92,10.81,Hyderabad,Agri,6,3.5,High Risk
